,FIPS,Name,State
2048,39017,Butler,OH
2049,39019,Carroll,OH
2050,39021,Champaign,OH
2051,39023,Clark,OH
2052,39025,Clermont,OH
2053,39027,Clinton,OH
2054,39029,Columbiana,OH
2055,39031,Coshocton,OH
2056,39033,Crawford,OH
2057,39035,Cuyahoga,OH
2058,39037,Darke,OH
2059,39039,Defiance,OH
2060,39041,Delaware,OH
2061,39043,Erie,OH
2062,39045,Fairfield,OH
2063,39047,Fayette,OH
2064,39049,Franklin,OH
2065,39051,Fulton,OH
2066,39053,Gallia,OH
2067,39055,Geauga,OH
2068,39057,Greene,OH
2069,39059,Guernsey,OH
2070,39061,Hamilton,OH
2071,39063,Hancock,OH
2072,39065,Hardin,OH
2073,39067,Harrison,OH
2074,39069,Henry,OH
2075,39071,Highland,OH
2076,39073,Hocking,OH
2077,39075,Holmes,OH
2078,39077,Huron,OH
2079,39079,Jackson,OH
2080,39081,Jefferson,OH
2081,39083,Knox,OH
2082,39085,Lake,OH
2083,39087,Lawrence,OH
2084,39089,Licking,OH
2085,39091,Logan,OH
2086,39093,Lorain,OH
2087,39095,Lucas,OH
2088,39097,Madison,OH
2089,39099,Mahoning,OH
2090,39101,Marion,OH
2091,39103,Medina,OH
2092,39105,Meigs,OH
2093,39107,Mercer,OH
2094,39109,Miami,OH
2095,39111,Monroe,OH
2096,39113,Montgomery,OH
2097,39115,Morgan,OH
2098,39117,Morrow,OH
2099,39119,Muskingum,OH
2100,39121,Noble,OH
2101,39123,Ottawa,OH
2102,39125,Paulding,OH
2103,39127,Perry,OH
2104,39129,Pickaway,OH
2105,39131,Pike,OH
2106,39133,Portage,OH
2107,39135,Preble,OH
2108,39137,Putnam,OH
2109,39139,Richland,OH
2110,39141,Ross,OH
2111,39143,Sandusky,OH
2112,39145,Scioto,OH
2113,39147,Seneca,OH
2114,39149,Shelby,OH
2115,39151,Stark,OH
2116,39153,Summit,OH
2117,39155,Trumbull,OH
2118,39157,Tuscarawas,OH
2119,39159,Union,OH
2120,39161,Van Wert,OH
2121,39163,Vinton,OH
2122,39165,Warren,OH
2123,39167,Washington,OH
2124,39169,Wayne,OH
2125,39171,Williams,OH
2126,39173,Wood,OH
2127,39175,Wyandot,OH
2128,40001,Adair,OK
2129,40003,Alfalfa,OK
2130,40005,Atoka,OK
2131,40007,Beaver,OK
2132,40009,Beckham,OK
2133,40011,Blaine,OK
2134,40013,Bryan,OK
2135,40015,Caddo,OK
2136,40017,Canadian,OK
2137,40019,Carter,OK
2138,40021,Cherokee,OK
2139,40023,Choctaw,OK
2140,40025,Cimarron,OK
2141,40027,Cleveland,OK
2142,40029,Coal,OK
2143,40031,Comanche,OK
2144,40033,Cotton,OK
2145,40035,Craig,OK
2146,40037,Creek,OK
2147,40039,Custer,OK
2148,40041,Delaware,OK
2149,40043,Dewey,OK
2150,40045,Ellis,OK
2151,40047,Garfield,OK
2152,40049,Garvin,OK
2153,40051,Grady,OK
2154,40053,Grant,OK
2155,40055,Greer,OK
2156,40057,Harmon,OK
2157,40059,Harper,OK
2158,40061,Haskell,OK
2159,40063,Hughes,OK
2160,40065,Jackson,OK
2161,40067,Jefferson,OK
2162,40069,Johnston,OK
2163,40071,Kay,OK
2164,40073,Kingfisher,OK
2165,40075,Kiowa,OK
2166,40077,Latimer,OK
2167,40079,Le Flore,OK
2168,40081,Lincoln,OK
2169,40083,Logan,OK
2170,40085,Love,OK
2171,40087,McClain,OK
2172,40089,McCurtain,OK
2173,40091,McIntosh,OK
2174,40093,Major,OK
2175,40095,Marshall,OK
2176,40097,Mayes,OK
2177,40099,Murray,OK
2178,40101,Muskogee,OK
2179,40103,Noble,OK
2180,40105,Nowata,OK
2181,40107,Okfuskee,OK
2182,40109,Oklahoma,OK
2183,40111,Okmulgee,OK
2184,40113,Osage,OK
2185,40115,Ottawa,OK
2186,40117,Pawnee,OK
2187,40119,Payne,OK
2188,40121,Pittsburg,OK
2189,40123,Pontotoc,OK
2190,40125,Pottawatomie,OK
2191,40127,Pushmataha,OK
2192,40129,Roger Mills,OK
2193,40131,Rogers,OK
2194,40133,Seminole,OK
2195,40135,Sequoyah,OK
2196,40137,Stephens,OK
2197,40139,Texas,OK
2198,40141,Tillman,OK
2199,40143,Tulsa,OK
2200,40145,Wagoner,OK
2201,40147,Washington,OK
2202,40149,Washita,OK
2203,40151,Woods,OK
2204,40153,Woodward,OK
2205,41001,Baker,OR
2206,41003,Benton,OR
2207,41005,Clackamas,OR
2208,41007,Clatsop,OR
2209,41009,Columbia,OR
2210,41011,Coos,OR
2211,41013,Crook,OR
2212,41015,Curry,OR
2213,41017,Deschutes,OR
2214,41019,Douglas,OR
2215,41021,Gilliam,OR
2216,41023,Grant,OR
2217,41025,Harney,OR
2218,41027,Hood River,OR
2219,41029,Jackson,OR
2220,41031,Jefferson,OR
2221,41033,Josephine,OR
2222,41035,Klamath,OR
2223,41037,Lake,OR
2224,41039,Lane,OR
2225,41041,Lincoln,OR
2226,41043,Linn,OR
2227,41045,Malheur,OR
2228,41047,Marion,OR
2229,41049,Morrow,OR
2230,41051,Multnomah,OR
2231,41053,Polk,OR
2232,41055,Sherman,OR
2233,41057,Tillamook,OR
2234,41059,Umatilla,OR
2235,41061,Union,OR
2236,41063,Wallowa,OR
2237,41065,Wasco,OR
2238,41067,Washington,OR
2239,41069,Wheeler,OR
2240,41071,Yamhill,OR
2241,42001,Adams,PA
2242,42003,Allegheny,PA
2243,42005,Armstrong,PA
2244,42007,Beaver,PA
2245,42009,Bedford,PA
2246,42011,Berks,PA
2247,42013,Blair,PA
2248,42015,Bradford,PA
2249,42017,Bucks,PA
2250,42019,Butler,PA
2251,42021,Cambria,PA
2252,42023,Cameron,PA
2253,42025,Carbon,PA
2254,42027,Centre,PA
2255,42029,Chester,PA
2256,42031,Clarion,PA
2257,42033,Clearfield,PA
2258,42035,Clinton,PA
2259,42037,Columbia,PA
2260,42039,Crawford,PA
2261,42041,Cumberland,PA
2262,42043,Dauphin,PA
2263,42045,Delaware,PA
2264,42047,Elk,PA
2265,42049,Erie,PA
2266,42051,Fayette,PA
2267,42053,Forest,PA
2268,42055,Franklin,PA
2269,42057,Fulton,PA
2270,42059,Greene,PA
2271,42061,Huntingdon,PA
2272,42063,Indiana,PA
2273,42065,Jefferson,PA
2274,42067,Juniata,PA
2275,42069,Lackawanna,PA
2276,42071,Lancaster,PA
2277,42073,Lawrence,PA
2278,42075,Lebanon,PA
2279,42077,Lehigh,PA
2280,42079,Luzerne,PA
2281,42081,Lycoming,PA
2282,42083,McKean,PA
2283,42085,Mercer,PA
2284,42087,Mifflin,PA
2285,42089,Monroe,PA
2286,42091,Montgomery,PA
2287,42093,Montour,PA
2288,42095,Northampton,PA
2289,42097,Northumberland,PA
2290,42099,Perry,PA
2291,42101,Philadelphia,PA
2292,42103,Pike,PA
2293,42105,Potter,PA
2294,42107,Schuylkill,PA
2295,42109,Snyder,PA
2296,42111,Somerset,PA
2297,42113,Sullivan,PA
2298,42115,Susquehanna,PA
2299,42117,Tioga,PA
2300,42119,Union,PA
2301,42121,Venango,PA
2302,42123,Warren,PA
2303,42125,Washington,PA
2304,42127,Wayne,PA
2305,42129,Westmoreland,PA
2306,42131,Wyoming,PA
2307,42133,York,PA
2308,44001,Bristol,RI
2309,44003,Kent,RI
2310,44005,Newport,RI
2311,44007,Providence,RI
2312,44009,Washington,RI
2313,45001,Abbeville,SC
2314,45003,Aiken,SC
2315,45005,Allendale,SC
2316,45007,Anderson,SC
2317,45009,Bamberg,SC
2318,45011,Barnwell,SC
2319,45013,Beaufort,SC
2320,45015,Berkeley,SC
2321,45017,Calhoun,SC
2322,45019,Charleston,SC
2323,45021,Cherokee,SC
2324,45023,Chester,SC
2325,45025,Chesterfield,SC
2326,45027,Clarendon,SC
2327,45029,Colleton,SC
2328,45031,Darlington,SC
2329,45033,Dillon,SC
2330,45035,Dorchester,SC
2331,45037,Edgefield,SC
2332,45039,Fairfield,SC
2333,45041,Florence,SC
2334,45043,Georgetown,SC
2335,45045,Greenville,SC
2336,45047,Greenwood,SC
2337,45049,Hampton,SC
2338,45051,Horry,SC
2339,45053,Jasper,SC
2340,45055,Kershaw,SC
2341,45057,Lancaster,SC
2342,45059,Laurens,SC
2343,45061,Lee,SC
2344,45063,Lexington,SC
2345,45065,McCormick,SC
2346,45067,Marion,SC
2347,45069,Marlboro,SC
2348,45071,Newberry,SC
2349,45073,Oconee,SC
2350,45075,Orangeburg,SC
2351,45077,Pickens,SC
2352,45079,Richland,SC
2353,45081,Saluda,SC
2354,45083,Spartanburg,SC
2355,45085,Sumter,SC
2356,45087,Union,SC
2357,45089,Williamsburg,SC
2358,45091,York,SC
2359,46003,Aurora,SD
2360,46005,Beadle,SD
2361,46007,Bennett,SD
2362,46009,Bon Homme,SD
2363,46011,Brookings,SD
2364,46013,Brown,SD
2365,46015,Brule,SD
2366,46017,Buffalo,SD
2367,46019,Butte,SD
2368,46021,Campbell,SD
2369,46023,Charles Mix,SD
2370,46025,Clark,SD
2371,46027,Clay,SD
2372,46029,Codington,SD
2373,46031,Corson,SD
2374,46033,Custer,SD
2375,46035,Davison,SD
2376,46037,Day,SD
2377,46039,Deuel,SD
2378,46041,Dewey,SD
2379,46043,Douglas,SD
2380,46045,Edmunds,SD
2381,46047,Fall River,SD
2382,46049,Faulk,SD
2383,46051,Grant,SD
2384,46053,Gregory,SD
2385,46055,Haakon,SD
2386,46057,Hamlin,SD
2387,46059,Hand,SD
2388,46061,Hanson,SD
2389,46063,Harding,SD
2390,46065,Hughes,SD
2391,46067,Hutchinson,SD
2392,46069,Hyde,SD
2393,46071,Jackson,SD
2394,46073,Jerauld,SD
2395,46075,Jones,SD
2396,46077,Kingsbury,SD
2397,46079,Lake,SD
2398,46081,Lawrence,SD
2399,46083,Lincoln,SD
2400,46085,Lyman,SD
2401,46087,McCook,SD
2402,46089,McPherson,SD
2403,46091,Marshall,SD
2404,46093,Meade,SD
2405,46095,Mellette,SD
2406,46097,Miner,SD
2407,46099,Minnehaha,SD
2408,46101,Moody,SD
2409,46103,Pennington,SD
2410,46105,Perkins,SD
2411,46107,Potter,SD
2412,46109,Roberts,SD
2413,46111,Sanborn,SD
2414,46113,Shannon,SD
2415,46115,Spink,SD
2416,46117,Stanley,SD
2417,46119,Sully,SD
2418,46121,Todd,SD
2419,46123,Tripp,SD
2420,46125,Turner,SD
2421,46127,Union,SD
2422,46129,Walworth,SD
2423,46135,Yankton,SD
2424,46137,Ziebach,SD
2425,47001,Anderson,TN
2426,47003,Bedford,TN
2427,47005,Benton,TN
2428,47007,Bledsoe,TN
2429,47009,Blount,TN
2430,47011,Bradley,TN
2431,47013,Campbell,TN
2432,47015,Cannon,TN
2433,47017,Carroll,TN
2434,47019,Carter,TN
2435,47021,Cheatham,TN
2436,47023,Chester,TN
2437,47025,Claiborne,TN
2438,47027,Clay,TN
2439,47029,Cocke,TN
2440,47031,Coffee,TN
2441,47033,Crockett,TN
2442,47035,Cumberland,TN
2443,47037,Davidson,TN
2444,47039,Decatur,TN
2445,47041,De Kalb,TN
2446,47043,Dickson,TN
2447,47045,Dyer,TN
2448,47047,Fayette,TN
2449,47049,Fentress,TN
2450,47051,Franklin,TN
2451,47053,Gibson,TN
2452,47055,Giles,TN
2453,47057,Grainger,TN
2454,47059,Greene,TN
2455,47061,Grundy,TN
2456,47063,Hamblen,TN
2457,47065,Hamilton,TN
2458,47067,Hancock,TN
2459,47069,Hardeman,TN
2460,47071,Hardin,TN
2461,47073,Hawkins,TN
2462,47075,Haywood,TN
2463,47077,Henderson,TN
2464,47079,Henry,TN
2465,47081,Hickman,TN
2466,47083,Houston,TN
2467,47085,Humphreys,TN
2468,47087,Jackson,TN
2469,47089,Jefferson,TN
2470,47091,Johnson,TN
2471,47093,Knox,TN
2472,47095,Lake,TN
2473,47097,Lauderdale,TN
2474,47099,Lawrence,TN
2475,47101,Lewis,TN
2476,47103,Lincoln,TN
2477,47105,Loudon,TN
2478,47107,McMinn,TN
2479,47109,McNairy,TN
2480,47111,Macon,TN
2481,47113,Madison,TN
2482,47115,Marion,TN
2483,47117,Marshall,TN
2484,47119,Maury,TN
2485,47121,Meigs,TN
2486,47123,Monroe,TN
2487,47125,Montgomery,TN
2488,47127,Moore,TN
2489,47129,Morgan,TN
2490,47131,Obion,TN
2491,47133,Overton,TN
2492,47135,Perry,TN
2493,47137,Pickett,TN
2494,47139,Polk,TN
2495,47141,Putnam,TN
2496,47143,Rhea,TN
2497,47145,Roane,TN
2498,47147,Robertson,TN
2499,47149,Rutherford,TN
2500,47151,Scott,TN
2501,47153,Sequatchie,TN
2502,47155,Sevier,TN
2503,47157,Shelby,TN
2504,47159,Smith,TN
2505,47161,Stewart,TN
2506,47163,Sullivan,TN
2507,47165,Sumner,TN
2508,47167,Tipton,TN
2509,47169,Trousdale,TN
2510,47171,Unicoi,TN
2511,47173,Union,TN
2512,47175,Van Buren,TN
2513,47177,Warren,TN
2514,47179,Washington,TN
2515,47181,Wayne,TN
2516,47183,Weakley,TN
2517,47185,White,TN
2518,47187,Williamson,TN
2519,47189,Wilson,TN
2520,48001,Anderson,TX
2521,48003,Andrews,TX
2522,48005,Angelina,TX
2523,48007,Aransas,TX
2524,48009,Archer,TX
2525,48011,Armstrong,TX
2526,48013,Atascosa,TX
2527,48015,Austin,TX
2528,48017,Bailey,TX
2529,48019,Bandera,TX
2530,48021,Bastrop,TX
2531,48023,Baylor,TX
2532,48025,Bee,TX
2533,48027,Bell,TX
2534,48029,Bexar,TX
2535,48031,Blanco,TX
2536,48033,Borden,TX
2537,48035,Bosque,TX
2538,48037,Bowie,TX
2539,48039,Brazoria,TX
2540,48041,Brazos,TX
2541,48043,Brewster,TX
2542,48045,Briscoe,TX
2543,48047,Brooks,TX
2544,48049,Brown,TX
2545,48051,Burleson,TX
2546,48053,Burnet,TX
2547,48055,Caldwell,TX
2548,48057,Calhoun,TX
2549,48059,Callahan,TX
2550,48061,Cameron,TX
2551,48063,Camp,TX
2552,48065,Carson,TX
2553,48067,Cass,TX
2554,48069,Castro,TX
2555,48071,Chambers,TX
2556,48073,Cherokee,TX
2557,48075,Childress,TX
2558,48077,Clay,TX
2559,48079,Cochran,TX
2560,48081,Coke,TX
2561,48083,Coleman,TX
2562,48085,Collin,TX
2563,48087,Collingsworth,TX
2564,48089,Colorado,TX
2565,48091,Comal,TX
2566,48093,Comanche,TX
2567,48095,Concho,TX
2568,48097,Cooke,TX
2569,48099,Coryell,TX
2570,48101,Cottle,TX
2571,48103,Crane,TX
2572,48105,Crockett,TX
2573,48107,Crosby,TX
2574,48109,Culberson,TX
2575,48111,Dallam,TX
2576,48113,Dallas,TX
2577,48115,Dawson,TX
2578,48117,Deaf Smith,TX
2579,48119,Delta,TX
2580,48121,Denton,TX
2581,48123,De Witt,TX
2582,48125,Dickens,TX
2583,48127,Dimmit,TX
2584,48129,Donley,TX
2585,48131,Duval,TX
2586,48133,Eastland,TX
2587,48135,Ector,TX
2588,48137,Edwards,TX
2589,48139,Ellis,TX
2590,48141,El Paso,TX
2591,48143,Erath,TX
2592,48145,Falls,TX
2593,48147,Fannin,TX
2594,48149,Fayette,TX
2595,48151,Fisher,TX
2596,48153,Floyd,TX
2597,48155,Foard,TX
2598,48157,Fort Bend,TX
2599,48159,Franklin,TX
2600,48161,Freestone,TX
2601,48163,Frio,TX
2602,48165,Gaines,TX
2603,48167,Galveston,TX
2604,48169,Garza,TX
2605,48171,Gillespie,TX
2606,48173,Glasscock,TX
2607,48175,Goliad,TX
2608,48177,Gonzales,TX
2609,48179,Gray,TX
2610,48181,Grayson,TX
2611,48183,Gregg,TX
2612,48185,Grimes,TX
2613,48187,Guadalupe,TX
2614,48189,Hale,TX
2615,48191,Hall,TX
2616,48193,Hamilton,TX
2617,48195,Hansford,TX
2618,48197,Hardeman,TX
2619,48199,Hardin,TX
2620,48201,Harris,TX
2621,48203,Harrison,TX
2622,48205,Hartley,TX
2623,48207,Haskell,TX
2624,48209,Hays,TX
2625,48211,Hemphill,TX
2626,48213,Henderson,TX
2627,48215,Hidalgo,TX
2628,48217,Hill,TX
2629,48219,Hockley,TX
2630,48221,Hood,TX
2631,48223,Hopkins,TX
2632,48225,Houston,TX
2633,48227,Howard,TX
2634,48229,Hudspeth,TX
2635,48231,Hunt,TX
2636,48233,Hutchinson,TX
2637,48235,Irion,TX
2638,48237,Jack,TX
2639,48239,Jackson,TX
2640,48241,Jasper,TX
2641,48243,Jeff Davis,TX
2642,48245,Jefferson,TX
2643,48247,Jim Hogg,TX
2644,48249,Jim Wells,TX
2645,48251,Johnson,TX
2646,48253,Jones,TX
2647,48255,Karnes,TX
2648,48257,Kaufman,TX
2649,48259,Kendall,TX
2650,48261,Kenedy,TX
2651,48263,Kent,TX
2652,48265,Kerr,TX
2653,48267,Kimble,TX
2654,48269,King,TX
2655,48271,Kinney,TX
2656,48273,Kleberg,TX
2657,48275,Knox,TX
2658,48277,Lamar,TX
2659,48279,Lamb,TX
2660,48281,Lampasas,TX
2661,48283,La Salle,TX
2662,48285,Lavaca,TX
2663,48287,Lee,TX
2664,48289,Leon,TX
2665,48291,Liberty,TX
2666,48293,Limestone,TX
2667,48295,Lipscomb,TX
2668,48297,Live Oak,TX
2669,48299,Llano,TX
2670,48301,Loving,TX
2671,48303,Lubbock,TX
2672,48305,Lynn,TX
2673,48307,McCulloch,TX
2674,48309,McLennan,TX
2675,48311,McMullen,TX
2676,48313,Madison,TX
2677,48315,Marion,TX
2678,48317,Martin,TX
2679,48319,Mason,TX
2680,48321,Matagorda,TX
2681,48323,Maverick,TX
2682,48325,Medina,TX
2683,48327,Menard,TX
2684,48329,Midland,TX
2685,48331,Milam,TX
2686,48333,Mills,TX
2687,48335,Mitchell,TX
2688,48337,Montague,TX
2689,48339,Montgomery,TX
2690,48341,Moore,TX
2691,48343,Morris,TX
2692,48345,Motley,TX
2693,48347,Nacogdoches,TX
2694,48349,Navarro,TX
2695,48351,Newton,TX
2696,48353,Nolan,TX
2697,48355,Nueces,TX
2698,48357,Ochiltree,TX
2699,48359,Oldham,TX
2700,48361,Orange,TX
2701,48363,Palo Pinto,TX
2702,48365,Panola,TX
2703,48367,Parker,TX
2704,48369,Parmer,TX
2705,48371,Pecos,TX
2706,48373,Polk,TX
2707,48375,Potter,TX
2708,48377,Presidio,TX
2709,48379,Rains,TX
2710,48381,Randall,TX
2711,48383,Reagan,TX
2712,48385,Real,TX
2713,48387,Red River,TX
2714,48389,Reeves,TX
2715,48391,Refugio,TX
2716,48393,Roberts,TX
2717,48395,Robertson,TX
2718,48397,Rockwall,TX
2719,48399,Runnels,TX
2720,48401,Rusk,TX
2721,48403,Sabine,TX
2722,48405,San Augustine,TX
2723,48407,San Jacinto,TX
2724,48409,San Patricio,TX
2725,48411,San Saba,TX
2726,48413,Schleicher,TX
2727,48415,Scurry,TX
2728,48417,Shackelford,TX
2729,48419,Shelby,TX
2730,48421,Sherman,TX
2731,48423,Smith,TX
2732,48425,Somervell,TX
2733,48427,Starr,TX
2734,48429,Stephens,TX
2735,48431,Sterling,TX
2736,48433,Stonewall,TX
2737,48435,Sutton,TX
2738,48437,Swisher,TX
2739,48439,Tarrant,TX
2740,48441,Taylor,TX
2741,48443,Terrell,TX
2742,48445,Terry,TX
2743,48447,Throckmorton,TX
2744,48449,Titus,TX
2745,48451,Tom Green,TX
2746,48453,Travis,TX
2747,48455,Trinity,TX
2748,48457,Tyler,TX
2749,48459,Upshur,TX
2750,48461,Upton,TX
2751,48463,Uvalde,TX
2752,48465,Val Verde,TX
2753,48467,Van Zandt,TX
2754,48469,Victoria,TX
2755,48471,Walker,TX
2756,48473,Waller,TX
2757,48475,Ward,TX
2758,48477,Washington,TX
2759,48479,Webb,TX
2760,48481,Wharton,TX
2761,48483,Wheeler,TX
2762,48485,Wichita,TX
2763,48487,Wilbarger,TX
2764,48489,Willacy,TX
2765,48491,Williamson,TX
2766,48493,Wilson,TX
2767,48495,Winkler,TX
2768,48497,Wise,TX
2769,48499,Wood,TX
2770,48501,Yoakum,TX
2771,48503,Young,TX
2772,48505,Zapata,TX
2773,48507,Zavala,TX
2774,49001,Beaver,UT
2775,49003,Box Elder,UT
2776,49005,Cache,UT
2777,49007,Carbon,UT
2778,49009,Daggett,UT
2779,49011,Davis,UT
2780,49013,Duchesne,UT
2781,49015,Emery,UT
2782,49017,Garfield,UT
2783,49019,Grand,UT
2784,49021,Iron,UT
2785,49023,Juab,UT
2786,49025,Kane,UT
2787,49027,Millard,UT
2788,49029,Morgan,UT
2789,49031,Piute,UT
2790,49033,Rich,UT
2791,49035,Salt Lake,UT
2792,49037,San Juan,UT
2793,49039,Sanpete,UT
2794,49041,Sevier,UT
2795,49043,Summit,UT
2796,49045,Tooele,UT
2797,49047,Uintah,UT
2798,49049,Utah,UT
2799,49051,Wasatch,UT
2800,49053,Washington,UT
2801,49055,Wayne,UT
2802,49057,Weber,UT
2803,50001,Addison,VT
2804,50003,Bennington,VT
2805,50005,Caledonia,VT
2806,50007,Chittenden,VT
2807,50009,Essex,VT
2808,50011,Franklin,VT
2809,50013,Grand Isle,VT
2810,50015,Lamoille,VT
2811,50017,Orange,VT
2812,50019,Orleans,VT
2813,50021,Rutland,VT
2814,50023,Washington,VT
2815,50025,Windham,VT
2816,50027,Windsor,VT
2817,51001,Accomack,VA
2818,51003,Albemarle,VA
2819,51005,Alleghany,VA
2820,51007,Amelia,VA
2821,51009,Amherst,VA
2822,51011,Appomattox,VA
2823,51013,Arlington,VA
2824,51015,Augusta,VA
2825,51017,Bath,VA
2826,51019,Bedford,VA
2827,51021,Bland,VA
2828,51023,Botetourt,VA
2829,51025,Brunswick,VA
2830,51027,Buchanan,VA
2831,51029,Buckingham,VA
2832,51031,Campbell,VA
2833,51033,Caroline,VA
2834,51035,Carroll,VA
2835,51036,Charles City,VA
2836,51037,Charlotte,VA
2837,51041,Chesterfield,VA
2838,51043,Clarke,VA
2839,51045,Craig,VA
2840,51047,Culpeper,VA
2841,51049,Cumberland,VA
2842,51051,Dickenson,VA
2843,51053,Dinwiddie,VA
2844,51057,Essex,VA
2845,51059,Fairfax,VA
2846,51061,Fauquier,VA
2847,51063,Floyd,VA
2848,51065,Fluvanna,VA
2849,51067,Franklin,VA
2850,51069,Frederick,VA
2851,51071,Giles,VA
2852,51073,Gloucester,VA
2853,51075,Goochland,VA
2854,51077,Grayson,VA
2855,51079,Greene,VA
2856,51081,Greensville,VA
2857,51083,Halifax,VA
2858,51085,Hanover,VA
2859,51087,Henrico,VA
2860,51089,Henry,VA
2861,51091,Highland,VA
2862,51093,Isle of Wight,VA
2863,51095,James City,VA
2864,51097,King and Queen,VA
2865,51099,King George,VA
2866,51101,King William,VA
2867,51103,Lancaster,VA
2868,51105,Lee,VA
2869,51107,Loudoun,VA
2870,51109,Louisa,VA
2871,51111,Lunenburg,VA
2872,51113,Madison,VA
2873,51115,Mathews,VA
2874,51117,Mecklenburg,VA
2875,51119,Middlesex,VA
2876,51121,Montgomery,VA
2877,51125,Nelson,VA
2878,51127,New Kent,VA
2879,51131,Northampton,VA
2880,51133,Northumberland,VA
2881,51135,Nottoway,VA
2882,51137,Orange,VA
2883,51139,Page,VA
2884,51141,Patrick,VA
2885,51143,Pittsylvania,VA
2886,51145,Powhatan,VA
2887,51147,Prince Edward,VA
2888,51149,Prince George,VA
2889,51153,Prince William,VA
2890,51155,Pulaski,VA
2891,51157,Rappahannock,VA
2892,51159,Richmond,VA
2893,51161,Roanoke,VA
2894,51163,Rockbridge,VA
2895,51165,Rockingham,VA
2896,51167,Russell,VA
2897,51169,Scott,VA
2898,51171,Shenandoah,VA
2899,51173,Smyth,VA
2900,51175,Southampton,VA
2901,51177,Spotsylvania,VA
2902,51179,Stafford,VA
2903,51181,Surry,VA
2904,51183,Sussex,VA
2905,51185,Tazewell,VA
2906,51187,Warren,VA
2907,51191,Washington,VA
2908,51193,Westmoreland,VA
2909,51195,Wise,VA
2910,51197,Wythe,VA
2911,51199,York,VA
2912,51510,Alexandria City,VA
2913,51515,Bedford City,VA
2914,51520,Bristol City,VA
2915,51530,Buena Vista City,VA
2916,51540,Charlottesville City,VA
2917,51550,Chesapeake City,VA
2918,51560,Clifton Forge City,VA
2919,51570,Colonial Heights Cit,VA
2920,51580,Covington City,VA
2921,51590,Danville City,VA
2922,51595,Emporia City,VA
2923,51600,Fairfax City,VA
2924,51610,Falls Church City,VA
2925,51620,Franklin City,VA
2926,51630,Fredericksburg City,VA
2927,51640,Galax City,VA
2928,51650,Hampton City,VA
2929,51660,Harrisonburg City,VA
2930,51670,Hopewell City,VA
2931,51678,Lexington City,VA
2932,51680,Lynchburg City,VA
2933,51683,Manassas City,VA
2934,51685,Manassas Park City,VA
2935,51690,Martinsville City,VA
2936,51700,Newport News City,VA
2937,51710,Norfolk City,VA
2938,51720,Norton City,VA
2939,51730,Petersburg City,VA
2940,51735,Poquoson City,VA
2941,51740,Portsmouth City,VA
2942,51750,Radford City,VA
2943,51760,Richmond City,VA
2944,51770,Roanoke City,VA
2945,51775,Salem City,VA
2946,51780,South Boston City,VA
2947,51790,Staunton City,VA
2948,51800,Suffolk City,VA
2949,51810,Virginia Beach City,VA
2950,51820,Waynesboro City,VA
2951,51830,Williamsburg City,VA
2952,51840,Winchester City,VA
2953,53001,Adams,WA
2954,53003,Asotin,WA
2955,53005,Benton,WA
2956,53007,Chelan,WA
2957,53009,Clallam,WA
2958,53011,Clark,WA
2959,53013,Columbia,WA
2960,53015,Cowlitz,WA
2961,53017,Douglas,WA
2962,53019,Ferry,WA
2963,53021,Franklin,WA
2964,53023,Garfield,WA
2965,53025,Grant,WA
2966,53027,Grays Harbor,WA
2967,53029,Island,WA
2968,53031,Jefferson,WA
2969,53033,King,WA
2970,53035,Kitsap,WA
2971,53037,Kittitas,WA
2972,53039,Klickitat,WA
2973,53041,Lewis,WA
2974,53043,Lincoln,WA
2975,53045,Mason,WA
2976,53047,Okanogan,WA
2977,53049,Pacific,WA
2978,53051,Pend Oreille,WA
2979,53053,Pierce,WA
2980,53055,San Juan,WA
2981,53057,Skagit,WA
2982,53059,Skamania,WA
2983,53061,Snohomish,WA
2984,53063,Spokane,WA
2985,53065,Stevens,WA
2986,53067,Thurston,WA
2987,53069,Wahkiakum,WA
2988,53071,Walla Walla,WA
2989,53073,Whatcom,WA
2990,53075,Whitman,WA
2991,53077,Yakima,WA
2992,54001,Barbour,WV
2993,54003,Berkeley,WV
2994,54005,Boone,WV
2995,54007,Braxton,WV
2996,54009,Brooke,WV
2997,54011,Cabell,WV
2998,54013,Calhoun,WV
2999,54015,Clay,WV
3000,54017,Doddridge,WV
3001,54019,Fayette,WV
3002,54021,Gilmer,WV
3003,54023,Grant,WV
3004,54025,Greenbrier,WV
3005,54027,Hampshire,WV
3006,54029,Hancock,WV
3007,54031,Hardy,WV
3008,54033,Harrison,WV
3009,54035,Jackson,WV
3010,54037,Jefferson,WV
3011,54039,Kanawha,WV
3012,54041,Lewis,WV
3013,54043,Lincoln,WV
3014,54045,Logan,WV
3015,54047,McDowell,WV
3016,54049,Marion,WV
3017,54051,Marshall,WV
3018,54053,Mason,WV
3019,54055,Mercer,WV
3020,54057,Mineral,WV
3021,54059,Mingo,WV
3022,54061,Monongalia,WV
3023,54063,Monroe,WV
3024,54065,Morgan,WV
3025,54067,Nicholas,WV
3026,54069,Ohio,WV
3027,54071,Pendleton,WV
3028,54073,Pleasants,WV
3029,54075,Pocahontas,WV
3030,54077,Preston,WV
3031,54079,Putnam,WV
3032,54081,Raleigh,WV
3033,54083,Randolph,WV
3034,54085,Ritchie,WV
3035,54087,Roane,WV
3036,54089,Summers,WV
3037,54091,Taylor,WV
3038,54093,Tucker,WV
